uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseOnTopOfMound,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,WidthMax,LengthMax,DiameterMax,HeightMin,WidthMin,LengthMin,DiameterMin,AdditionalDimension,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00016E+18,1021,David Morley,2020-01-27 07:29:19.224 GMT,David Morley,2020-01-27 07:29:19 GMT,1021,27-Jan,David Morley,Misc structure,Legacy verification,"rectangular structure (identified as B5 by Tomlinson) featuring large worked ashlars making up the base of four walls. Currently overgrown by scrub. There are currently two trenches, one North to South on the Western wall, one East to West on the Southern wall.",Scrub,Scrub,Valley Bottom or Plain,Low,38.029285,22.859196,4210695.571,663174.4775,1.75,299,.,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1021_1.jpg''}}",0.6,2.3,8,0,,,,,,,,Pottery - Other,worked limestone and ashlars,No,,,5 - extinct or near extinct,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,previous excavation trench at North entrance,,POINT(663174.477542 4210695.57089)
1.00015E+18,2041,Samantha Mills,2020-01-27 07:40:48.616 GMT,Samantha Mills,2020-01-27 07:40:48 GMT,2041,27-Jan,Samantha Mills,Wall,Survey,"wall along the modern path down the hill facing north-east, supporting the path, eastern slope of Acropolis facing the Heraion site",Other (explain in notes),Scrub,Lower slope,Medium,38.02866232,22.85207781,4210614.004,662551.0646,3,2041,,Northwest,296 south,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2041_1.jpg''}}",2,0.7,23,0,,,,,,,,Pottery - Tile,,Yes,,,3 - damaged,Time/Post-depositional,,2 - good,Unknown,Unknown,,,,POINT(662551.064568 4210614.004199)
1.00002E+18,2042,Petra Hermankova,2020-01-27 07:52:24.970 GMT,Petra Hermankova,2020-01-27 07:52:32 GMT,2042,27-Jan,Petra Hermankova,Wall,Survey,"supporting wall of the eastern slope of the Acropolis, east of the wall 2041, east of the modern path",Other (explain in notes),Scrub,Lower slope,Low,38.02873822,22.85190253,4210622.12,662535.512,4,2042,,South,297 west,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2042_1.jpg''}}",1.4,18,12,0,,,,,,,,Pottery - Tile,,No,,,3 - damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(662535.511962 4210622.120066)
1.00002E+18,2043,Petra Hermankova,2020-01-27 08:20:38.787 GMT,Petra Hermankova,2020-01-27 08:26:48 GMT,2043,27-Jan,Petra Hermankova,Misc structure (rectangular building),Survey,"large rectangular building in the corner of the modern road, west of the lake, with northeast corner visible from the road and stretching  north to the bushes/forest. north of the feature 2043 is located a cistern 2044",Forest,Scrub,Valley Bottom or Plain,Medium,38.03220159,22.87154378,4211040.962,664251.7727,3,2043,,Northwest,"298 nw, see drawing","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2043_1.jpg''}}",0.7,14,20,0,,,,,0.5,wall thickness,"worked large stones, rectangular, almost looking like Hellenistic type of wall, well preserved in the se corner",Pottery - Tile,,No,,,2 - minor damage,Time/Post-depositional,,2 - good,Unknown,Unknown,,,,POINT(664251.772733 4211040.961667)
1.00016E+18,1022,David Morley,2020-01-27 08:22:35.438 GMT,David Morley,2020-01-27 08:22:41 GMT,1022,27-Jan,David Morley,Misc structure,Legacy verification,"Large worked ashlars making up the base of two walls that would potentially form a rectangular structure. One North wall, one West wall.",Scrub,Scrub,Valley Bottom or Plain,Low,38.029309,22.859135,4210698.127,663169.0701,2,300,.,South,"0889 SW, 0890 S, 0891 NE","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1022_1.jpg''}}",0.6,3.5,5,0,,,,,,,,Pottery - Other,worked limestone,No,,,5 - extinct or near extinct,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,Tomlinson did not record the Western wall (running north-south),,POINT(663169.070093 4210698.127024)
1.00002E+18,2044,Petra Hermankova,2020-01-27 08:46:13.825 GMT,Petra Hermankova,2020-01-27 08:46:13 GMT,2044,27-Jan,Petra Hermankova,Cistern stairs,Survey,cistern north of the rectangular building 2043,Forest,Scrub,Valley Bottom or Plain,Medium,38.03235217,22.87127081,4211057.189,664227.4776,3,2044,,Northwest,"323 nw, 299 nw, 300 staircase, 301-313 inscriptions, 314-315 staircase, cistern with stairs leading in sw direction, 8.5 m long tunnel leading to the maintenance staircase located nw from the entrance to the cistern","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2044_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2044_2a.jpg''}}",2.5,2.5,4,0,0.8,,,,,,"steps plastered over, 35-40 cm height, cistern shaft going down ca. 3m, narrow hole at the bottom, possible tunnel, ceiling seen at the bottom, opening 8.5 m sw from the entrance with footholes, maintenance shaft, on the surface is a rectangular platform made of large stone blocks, one stone blocking the maintenance shaft, inscriptions around the entrance to the cistern, some of them possibly modern, but some of them cut into basins etc. photos taken",Pottery - Tile - Inscription,"seven Greek inscriptions, see drawing for locations",No,,,3 - damaged,Time/Post-depositional,,3 - impaired,Urban development,Unknown,,"modern concrete additions, possibly modern graffiti in the shaft",,POINT(664227.477624 4211057.188979)
1.00016E+18,1023,David Morley,2020-01-27 09:09:52.226 GMT,David Morley,2020-01-27 09:10:19 GMT,1023,27-Jan,David Morley,Misc structure,Legacy verification,"rectangular structure with only one visible ashlar, intermittent worked stones which form the outline of three walls (SE and West). Whole structure overgrown by scrub.",Scrub,Scrub,Valley Bottom or Plain,Nil,38.029382,22.859139,4210706.235,663169.2592,2,303,.,North,"0892 E, 0893 N","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1023_1.jpg''}}",0.3,7.4,8,0,0.1,,,,,,,Bricks - Pottery - Tile - Other,one visible and some worked stones,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663169.259199 4210706.234625)
1.00002E+18,2045,Petra Hermankova,2020-01-27 10:14:30.611 GMT,Petra Hermankova,2020-01-27 10:14:30 GMT,2045,27-Jan,Petra Hermankova,Road,Legacy verification,"Western visible part of the road, west of the lake, running east to Heraion and the temple area, 2 walls running parallel, tracklog following road towards lake, small stones between the walls",Forest,Scrub,Valley Bottom or Plain,Low,38.03093019,22.86724197,4210892.286,663877.0355,16,2045,,North,327 n,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2045_1.jpg''}}",0.5,5,0 (see tracklog for total length),0,,4,,,,,,Pottery - Tile,,Yes,,,4 - seriously damaged,Time/Post-depositional,,3 - impaired,Unknown,Other,,"2 walls 4 m distant running from the lake towards the site in the Forrest, dmallstoneson the ground between the two walls, God tracklog following the walls down to the lake",,POINT(663877.035504 4210892.285753)
1.00016E+18,1024,David Morley,2020-01-27 10:23:57.511 GMT,David Morley,2020-01-27 10:23:57 GMT,1024,27-Jan,David Morley,Road,Legacy verification,Ancient road as identified by Tomlinson. Scattered stones in rough east-west alignment. Overgrown in sections.,Scrub,Scrub,Valley Bottom or Plain,Nil,38.029335,22.859125,4210700.995,663168.1347,2,304,.,Southwest,0894 West,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1024_1.jpg''}}",0,0,0,0,,,,,,,,Pottery - Tile - Other feature,scattered stones,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663168.134663 4210700.99461)
1.00016E+18,1025,David Morley,2020-01-27 10:32:35.750 GMT,David Morley,2020-01-27 10:40:16 GMT,1025,27-Jan,David Morley,Misc structure,Legacy verification,low profile wall base containing at least one ashlar. Covered by grass.,Pasture (grassland),Scrub,Valley Bottom or Plain,Nil,38.029444,22.858965,4210712.809,663153.849,2,305,.,West,"0896 W, 0897 S, 0898 E","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1025_1.jpg''}}",0.1,2.3,3.3,0,,,,,,,,Other,worked stones almost completely buried,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663153.849038 4210712.809174)
1.00002E+18,2046,Petra Hermankova,2020-01-27 10:41:47.867 GMT,Petra Hermankova,2020-01-27 10:41:47 GMT,2046,27-Jan,Petra Hermankova,Misc structure,Legacy verification,"rectangular house 2-3 m north of the ancient road, west of the house is well 2047",Forest,Forest,Valley Bottom or Plain,Low,38.03113995,22.86785632,4210916.645,663930.4904,3,2046,330,West,"likely excavated by Payne, visible walls, no drawing done as it corresponds with Payne''s drawing","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2046_1.jpg''}}",0.5,11,25,0,,,50,,,,,Pottery - Tile,,Yes,,,3 - damaged,Excavation,,3 - impaired,Unknown,Unknown,,,,POINT(663930.490393 4210916.645446)
1.00002E+18,2047,Petra Hermankova,2020-01-27 10:57:57.233 GMT,Petra Hermankova,2020-01-27 10:58:19 GMT,2047,27-Jan,Petra Hermankova,Misc structure (well),Legacy verification,"2-3 metres west from the house, 1 m north from the ancient road, well with possible plastered walls, maintenance footholes",Forest,Forest,Valley Bottom or Plain,Nil,38.03103909,22.86761146,4210905.022,663909.2232,4,2047,,Other,taken from top down,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2047_1.jpg''}}",10,0.6,1.2,0,,,,,,,"maintenance footholes, plastering of the walls, rounded corners",Pottery - Tile,,No,,,2 - minor damage,Time/Post-depositional,,2 - good,Unknown,Other,,,,POINT(663909.22316 4210905.021659)
1.00016E+18,1026,David Morley,2020-01-27 11:04:50.984 GMT,David Morley,2020-01-27 11:04:50 GMT,1026,27-Jan,David Morley,Misc structure,Legacy verification,five semi-worked stones forming an obtuse V shape. Possibly two different walls as recorded by Tomlinson.,Pasture (grassland),Scrub,Valley Bottom or Plain,Nil,38.029404,22.858973,4210708.385,663154.64,2.25,306,.,Northeast,"0899 NW, 0900 E, 0901 SE","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1026_1.jpg''}}",0.1,0.3,6.9,0,,,,,,,,Tile,semi worked stones,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Other,,,,POINT(663154.639979 4210708.38454)
1.00016E+18,1027,David Morley,2020-01-27 11:16:54.678 GMT,David Morley,2020-01-27 11:16:54 GMT,1027,27-Jan,David Morley,Misc structure,Legacy verification,"Several large worked stones forming a circular structure, severely overgrown with scrub.",Pasture (grassland),Scrub,Valley Bottom or Plain,Low,38.029474,22.859013,4210716.222,663157.9956,2.25,308,.,Southwest,"0902 NW, 0903 overview","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1027_1.jpg''}}",0,0,0,14,,,,,,,diameter may not be accurate as not enough of the feature is visible.,Pottery - Tile,"semi-worked stones, stones and ashlars, suspected mortar also found",No,,,5 - extinct or near extinct,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,Feature needs to be cleared for further investigation,,POINT(663157.995597 4210716.222423)
1.00016E+18,1028,David Morley,2020-01-27 11:41:22.659 GMT,David Morley,2020-01-27 11:41:29 GMT,1028,27-Jan,David Morley,Misc structure,Legacy verification,"three-sided rectangular structure of low profile stones, covered in scrub especially around the east side.",Pasture (grassland),Scrub,Valley Bottom or Plain,Nil,38.029118,22.858994,4210676.685,663157.1178,2.5,309,.,North,"0905 N, 0906 E, 0907 NE","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1028_1.jpg''}}",0.2,5.4,4.9,0,,,2.5,,,,,Pottery - Other,"semi-worked stones, decorated fineware",No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,clear site of vegetation for further investigation,,POINT(663157.117813 4210676.68488)
1.00016E+18,1029,David Morley,2020-01-27 11:58:52.111 GMT,David Morley,2020-01-27 11:58:52 GMT,1029,27-Jan,David Morley,Misc structure,Legacy verification,large semi-worked stones forming the base of House B1 (per Tomlinson). Heavily overgrown by scrub.,Pasture (grassland),Scrub,Valley Bottom or Plain,Nil,38.029163,22.859072,4210681.815,663163.8643,2.4,311,.,Northwest,0908 North,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1029_1.jpg''}}",0.3,4,4.5,0,,,4,,,,,Tile - Other,semi-worked stones,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663163.864321 4210681.815288)
1.00016E+18,4001,David Morley,2020-01-28 07:02:43.911 GMT,David Morley,2020-01-28 07:02:43 GMT,4001,28-Jan,David Morley,Misc structure,Legacy verification,multi room structure as per Tomlinson B4. Low profile semi-worked stones and ashlars that form the base outline of a building. Walls only have one course preserved. Covered by heavy scrub.,Pasture (grassland),Scrub,Valley Bottom or Plain,Low,38.029224,22.858724,4210687.974,663133.1837,2.7,108,.,East,"0910 E, 0911 SE detail, 0912 SE overview, 0913 NE","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4001_1.jpg''}}",0.2,9.5,20,0,,,,,,,,Tile - Other,semi worked stones and ashlars,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,clear scrub,,POINT(663133.183713 4210687.973526)
1.00003E+18,1030,Adela Sobotkova,2020-01-28 07:48:41.259 GMT,Adela Sobotkova,2020-01-28 07:49:21 GMT,1030,28-Jan,Adela Sobotkova,Misc structure,Survey,"rectangular structure of small field stones along the N-S running wall that we''ve been surveying along, collapsed walls reach some0.5 m.",Perennial agriculture (e.g orchard or vineyard),Pasture (grassland),Lower slope,Medium,38.033328,22.864285,4211153.155,663612.161,1.5,325,,South,16 on G1X,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1030_1.jpg''}}",0.8,6.3,8.5,0,,6,4.4,,,,standing ashlars on South wall,Bricks - Tile,,No,,,3 - damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(663612.161 4211153.155155)
1.00016E+18,4002,David Morley,2020-01-28 07:53:47.479 GMT,David Morley,2020-01-28 07:53:47 GMT,4002,28-Jan,David Morley,Wall,Legacy verification,east-west wall of low profile worked stones. entire length of wall the stones are minimum 50cm wide.,Pasture (grassland),Scrub,Valley Bottom or Plain,Nil,38.029216,22.858668,4210686.988,663128.2861,3.9,109,.,East,"0914 E, 0915 S","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4002_1.jpg''}}",0.2,2,7.5,0,,,,,,,,Tile,semi worked stones and one ashlar at the end,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,clear scrub,,POINT(663128.286133 4210686.987522)
1.00002E+18,2048,Petra Hermankova,2020-01-28 08:01:03.265 GMT,Petra Hermankova,2020-01-28 08:01:18 GMT,2048,28-Jan,Petra Hermankova,Misc structure (rectangular building),Survey,"eastern edge of survey unit 20079, small rectangular building made of small to mid size stones, visible worked stones in the corners, not in Payne or Tomlinson",Pasture (grassland),Scrub,Valley Bottom or Plain,Low,38.03371573,22.86450879,4211196.575,663630.9395,3,2048,,Southeast,"350 se photo of the nw corner, detail of the wall, collapsed stones and few tiles in the structure, 1 room house","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2048_1.jpg''}}",0.4,4.2,4.6,0,,,,,,,"rectangular shape, nicely preserved corners",Tile,sample collected as 20079,No,,,4 - seriously damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(663630.93948 4211196.57458)
1.00016E+18,4003,David Morley,2020-01-28 08:17:15.251 GMT,David Morley,2020-01-28 08:17:32 GMT,4003,28-Jan,David Morley,Misc structure,Legacy verification,B3 as per Tomlinson. Large worked stones and semi worked stones forming part of a rectangular structure.,Pasture (grassland),Scrub,Valley Bottom or Plain,Low,38.029059,22.858806,4210669.808,663140.7472,3.9,110,.,Northeast,"0916 NW, 0917 N, 0918 E, 0919 overview West","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4003_1.jpg''}}",0.5,10,17,0,,,,,,,,Pottery - Tile,low profile worked stones and ashlars,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,Further investigation (excavation) required of Tomlinson''s gap in the North facing wall.,,POINT(663140.74723 4210669.807897)
1.00016E+18,4004,David Morley,2020-01-28 08:40:32.572 GMT,David Morley,2020-01-28 08:43:08 GMT,4004,28-Jan,David Morley,Misc structure,Legacy verification,low profile structure of semi-worked stones. Medium scrub. C1 in Tomlinson.,Pasture (grassland),Scrub,Valley Bottom or Plain,Low,38.029145,22.858431,4210678.693,663107.6413,3.3,111,.,East,"0920 SW, 0921 S, 0922 SE, 0923 E","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4004_1.jpg''}}",0.3,6,13,0,,,,,,,,Tile - Other,semi-worked stones,No,,,5 - extinct or near extinct,Time/Post-depositional,,5- none or nearly none,Topographic or post-depositional/time,Unknown,,,,POINT(663107.641251 4210678.693021)
1.00002E+18,2049,Petra Hermankova,2020-01-28 09:01:14.878 GMT,Petra Hermankova,2020-01-28 09:13:58 GMT,2049,28-Jan,Petra Hermankova,Wall (running nw-se),Survey,"wall running nw-se towards the coastline, from the ridge down",Forest,Scrub,Upper slope,Low,38.03467387,22.86412687,4211302.224,663595.2876,3,2049,,North,"355 n, wall in the forest, overgrown with trees and slightly collapsed, not in Payne or Tomlinson","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2049_1.jpg''}}",0.8,1.5,17,0,,,,,,,,,,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Unknown,Unknown,,,,POINT(663595.287649 4211302.223915)
1.00016E+18,4005,David Morley,2020-01-28 09:04:50.201 GMT,David Morley,2020-01-28 09:04:50 GMT,4005,28-Jan,David Morley,Misc structure,Legacy verification,Semi-worked stones and ashlars form the outline of a large structure (C2 per Tomlinson). The North facing wall abutts the diagonal NW to SE wall in Tomlinson''s plan. The North wall also has a notably higher profile than other features in the immediate area. Low to medium scrub.,Pasture (grassland),Scrub,Lower slope,Medium,38.028978,22.858241,4210659.828,663091.3346,3.3,112,.,Southeast,"0924 SW, 0925 S, 0926 NE overview, 0927 N, 0928 detail","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4005_1.jpg''}}",0.5,10.5,19,0,,,,,,,,Pottery - Tile - Other,semi worked stones and ashlars,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,clear scrub. Excavation potential.,,POINT(663091.334625 4210659.828213)
1.00002E+18,2050,Petra Hermankova,2020-01-28 09:12:23.000 GMT,Petra Hermankova,2020-01-28 09:12:23 GMT,2050,28-Jan,Petra Hermankova,Wall,Survey,"wall adjoining 2049, on the southern edge of 2049, running n-s",Forest,Scrub,Upper slope,Nil,38.03467092,22.86411265,4211301.871,663594.0455,3,2050,,South,"356 s, overgrown with bushes, small to mid size stones","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2050_1.jpg''}}",0.7,0.7,8,0,,,,,,,,,,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Unknown,Unknown,,,,POINT(663594.045541 4211301.871227)
1.00002E+18,2051,Petra Hermankova,2020-01-28 09:19:24.507 GMT,Petra Hermankova,2020-01-28 09:19:24 GMT,2051,28-Jan,Petra Hermankova,Wall,Survey,"west of the wall 2049, running sw towards the wall 2049",Forest,Scrub,Upper slope,Low,38.0346312,22.86398159,4211297.233,663582.6311,3,2051,,South,"corner of the wall, sw-ne running towards 2049, and south-north towards the top of the hill, 357 s","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2051_1.jpg''}}",1.2,0.7,8,0,,,4,,,,,,,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Unknown,Unknown,,,,POINT(663582.631074 4211297.233403)
1.00007E+18,4006,Charles Boyd,2020-01-28 10:42:08.126 GMT,Charles Boyd,2020-01-28 10:42:13 GMT,4006,28-Jan,Charles Boyd,Misc structure,Legacy verification,semi-worked stones structure running NW - SE. Abutts C2. Cut through by modern road. 1-2 courses preserved ,Pasture (grassland),Scrub,Lower slope,Low,38.029113,22.858143,4210674.637,663082.4334,6.9,113,-,South,0929 south 0930 east 0931 overview south east,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4006_1.jpg''}}",1.2,1,40,-,0.1,,,,,,width of wall only,Pottery - Tile - Other,stone,No,,,4 - seriously damaged,Time/Post-depositional,modern road,4 - minimal,Urban development,Unknown,,,,POINT(663082.433367 4210674.63681)
1.00003E+18,1031,Adela Sobotkova,2020-01-28 10:43:35.459 GMT,Adela Sobotkova,2020-01-28 10:43:45 GMT,1031,28-Jan,Adela Sobotkova,Misc structure,Survey,round depression in the bedrock with one course of baseball sized worked stones along north edge,Scrub,Other (explain in notes) (bare rock),Lower slope,Low,38.033028,22.863388,4211118.287,663534.0996,2,350,,Northwest,46-47,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1031_1.jpg''}}",1.1,3.8,0,5,0.8,2.5,,4.3,,,,Pottery,,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Unknown,Unknown,,,,POINT(663534.099611 4211118.286588)
1.00007E+18,4007,Charles Boyd,2020-01-28 11:44:15.315 GMT,Charles Boyd,2020-01-28 11:44:15 GMT,4007,28-Jan,Charles Boyd,Misc structure,Legacy verification,L-shaped structure with gap at corner for modern path. semi worked stones running North-south with an East-West extension at the northern end.,Pasture (grassland),Scrub,Lower slope,Low,38.029055,22.85783,4210667.652,663055.0888,3.9,114,,Northwest,0932 south east 0933 North 0935,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4007_1.jpg''}}",1,12,28,-,0.3,,,,,,,Pottery - Tile - Other,stone,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Topographic or post-depositional/time,Unknown,,,,POINT(663055.088768 4210667.65169)
1.00002E+18,2052,Petra Hermankova,2020-01-28 11:56:46.383 GMT,Petra Hermankova,2020-01-28 11:56:46 GMT,2052,28-Jan,Petra Hermankova,Wall,Survey,"wall running southeast-northwest, from the modern road up the hill, east of survey unit 200101",Scrub,Scrub,Upper slope,Medium,38.03299178,22.86570735,4211118.35,663737.7478,3,2052,,North,"379 n, classical pottery found beneath the wall, facing south","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/2052_1.jpg''}}",0.9,0.6,60,0,,,,,,,,Lithics - Pottery,,Yes,,,3 - damaged,Time/Post-depositional,,2 - good,Unknown,Unknown,,,,POINT(663737.7478 4211118.349875)
1.00003E+18,1032,Adela Sobotkova,2020-01-28 12:05:11.313 GMT,Adela Sobotkova,2020-01-28 12:05:11 GMT,1032,28-Jan,Adela Sobotkova,Wall,Legacy verification,"linear, max 1 m tall wall runs through the middle of surveyed field, atones fist sized to 1.5 ashlars, collapsed and shrouded by scrub trees and vegetation",Perennial agriculture (e.g orchard or vineyard),Pasture (grassland),Upper slope,High,38.033185,22.864326,4211137.359,663616.0778,1.75,359 (large ashlar S of feature 1030),,East,"62-65 on gx1,70 facing west","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1032_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1032_2.jpg''}}",0.55,0.7,1.5,0,,,,,,"dims above are for ashlar, wall itself is 2-3m wide and up to 1m high",,Bricks - Tile,,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/1032_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/1032_2.jpg''}}",3 - damaged,Time/Post-depositional,,3 - impaired,Unknown,Unknown,,,,POINT(663616.077759 4211137.359042)
1.00007E+18,4008,Charles Boyd,2020-01-28 12:20:59.042 GMT,Charles Boyd,2020-01-28 12:21:20 GMT,4008,28-Jan,Charles Boyd,Misc structure,Legacy verification,several stones North of road embedded in road running North south. possibly cut through by modern road,Pasture (grassland),Scrub,Lower slope,Low,38.029246,22.85772,4210688.653,663045.0101,3.3,115,,West,0936 North 0937 detail,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4008_1.jpg''}}",0.1,1,5,-,,,,,,,,Other,stones,No,,,5 - extinct or near extinct,Time/Post-depositional,potentially cut through by road,5- none or nearly none,Urban development,Unknown,,,,POINT(663045.01013 4210688.653421)
1.00003E+18,1033,Adela Sobotkova,2020-01-28 12:23:01.508 GMT,Adela Sobotkova,2020-01-28 12:23:26 GMT,1033,28-Jan,Adela Sobotkova,Wall,Legacy verification,"linear feature perpendicular on wall#1032, running EW, collapsed field stones fist sized to half ashlars",Perennial agriculture (e.g orchard or vineyard),Scrub,Lower slope,Low,38.032655,22.864501,4211078.855,663632.6169,1.75,360.361,,East,"67-68,69 facing E and S","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1033_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/1033_2.jpg''}}",0.8,2.5,9.7,0,,,,,,,,Tile,,No,,,4 - seriously damaged,Time/Post-depositional,,4 - minimal,Unknown,Unknown,,,,POINT(663632.616917 4211078.854586)
1.00007E+18,4009,Charles Boyd,2020-01-28 12:33:54.797 GMT,Charles Boyd,2020-01-28 12:33:54 GMT,4009,28-Jan,Charles Boyd,Misc structure,Legacy verification,"several stones embedded in ground running North south, cut through by road and shrub",Pasture (grassland),Scrub,Lower slope,Low,38.029273,22.857638,4210691.506,663037.7528,3.3,116,,West,0938 North 0939 overview West,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/4009_1.jpg''}}",0.1,0.3,2,-,,,,,,,,Other,stones,No,,,5 - extinct or near extinct,Time/Post-depositional,cut through by road,5- none or nearly none,Urban development,Unknown,,,,POINT(663037.752824 4210691.50571)
